resp_id,a_hhid,treatment,plot,plot_id,village,district,plot_count,burnt,manage_stubble,manage_stubble_oth,harvested,harvest_plan,sowed_first,monitoring_date,land_plot_burn,land_plot_area,baling_picking,bale_manage,bale_payer,bale_use,plot_gpslatitude,plot_gpslongitude,plot_gpsaltitude,plot_gpsaccuracy,plot_belong,plot_leased,basmati_plot,cotton_plot,gps1latitude,gps1longitude,gps1altitude,gps1accuracy,gps1_bglatitude,gps1_bglongitude,gps1_bgaltitude,gps1_bgaccuracy,gps2latitude,gps2longitude,gps2altitude,gps2accuracy,gps2_bglatitude,gps2_bglongitude,gps2_bgaltitude,gps2_bgaccuracy,burnt_lastyear
101202141,10120214,PES + 50% UCT 800/acres,1,p1,Aklia Jalal,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/14/2019,No,3,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.5199337,75.15527344,196.3000031,4.699999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.51995468,75.15525055,204.5,4.300000191,30.51987457,75.15523529,204.3000031,4,30.51984787,75.15516663,200.3000031,4.199999809,30.51986122,75.15517426,200.1000061,4.300000191,.r
101202141,10120214,PES + 50% UCT 800/acres,2,p2,Aklia Jalal,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/14/2019,No,1,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.51987267,75.15534973,199.1999969,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.51980782,75.15538788,205.3000031,4.800000191,30.51987457,75.15535736,203.1000061,4.599999905,30.51971626,75.15538788,205.1000061,4.199999809,30.51970673,75.15536499,205,4.400000095,.r
101400471,10140047,PES 1600 /acres,1,p1,Amarpura Urf Gurthuri,Bathinda,1,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/11/2019,No,2.5,,,,,30.04056931,74.82946777,195.3000031,4.099999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.04058838,74.82936859,199.6999969,4.900000095,30.2214489,74.94258881,192.6999969,4.5,30.04058075,74.82940674,199.5,4.5,30.2214489,74.94258881,192.6999969,4.5,Did not burn
102100511,10210051,PES + 50% UCT 800/acres,1,p1,Balahar Mehma,Bathinda,1,No,Roll into bales,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/20/2019,No,6,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.33295441,74.84343719,191,4.699999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.33292961,74.84347534,191.1000061,4,30.33291245,74.84347534,189.1000061,4.300000191,30.3329277,74.84345245,188.3000031,4.400000095,30.33290672,74.84339142,191,4.300000191,Did not burn
102100531,10210053,PES + 50% UCT 800/acres,1,p1,Balahar Mehma,Bathinda,1,No,Incorporate into the soil,,Yes,"First week of November (Katta, 3rd week)",Yes,11/29/2019,Yes,2.5,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.34037971,74.84944153,188.8999939,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.34038353,74.84946442,189.1999969,4,30.22144318,74.94251251,206.8999939,4.900000095,30.3404808,74.84928894,189.1999969,4.699999809,30.22144318,74.94251251,206.8999939,4.900000095,"Yes, burnt completely"
102100541,10210054,PES + 50% UCT 800/acres,1,p1,Balahar Mehma,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/26/2019,No,3,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.34442329,74.84788513,187,4.599999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.34428596,74.84781647,189.6999969,3.900000095,30.34423828,74.84783173,190.3000031,4.199999809,30.34418106,74.84772491,192.8000031,4,30.34417534,74.84777069,191.5,4.5,Did not burn
102301881,10230188,PES + 25% UCT 800/acres,1,p1,Balianwali,Bathinda,2,No,Roll into bales,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/28/2019,No,2,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.20069504,75.18492126,204.8999939,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.20077324,75.1848526,204.3000031,4.400000095,30.20080185,75.18486786,207.3000031,4.699999809,30.20078087,75.18506622,200.8999939,4.5,30.20078087,75.18506622,200.8999939,4.199999809,
102301881,10230188,PES + 25% UCT 800/acres,2,p2,Balianwali,Bathinda,2,No,Others,Use for animals,Yes,"Fourth week of October (Katta, 2nd week)",No,11/28/2019,Yes,1,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.20149803,75.16965485,199.8999939,4.599999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.20148277,75.16965485,207.8999939,4.599999905,30.20150185,75.1696167,206.8000031,5,30.20157433,75.16969299,222.8999939,4.099999905,30.20157814,75.16969299,222.8999939,4.699999809,
102302421,10230242,PES + 25% UCT 800/acres,1,p1,Balianwali,Bathinda,2,No,,,Yes,"First week of November (Katta, 3rd week)",Yes,11/15/2019,No,4,No,,,,30.20802307,75.19403839,205.3999939,4.5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.20782089,75.19402313,199.3999939,4.099999905,30.20781898,75.19402313,199.3999939,4.099999905,30.20760345,75.19408417,191.1999969,4.800000191,30.20760727,75.19407654,191.1999969,4.699999809,
102302421,10230242,PES + 25% UCT 800/acres,2,p2,Balianwali,Bathinda,2,No,,,Yes,"First week of November (Katta, 3rd week)",Yes,11/15/2019,No,1,No,,,,30.20857239,75.19410706,201.3000031,4.099999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.20858765,75.19413757,196.6999969,4.599999905,30.20859146,75.1941452,196.6999969,4.599999905,30.20869827,75.19419098,200.1000061,5,30.20869637,75.19419098,200.1000061,4.900000095,
102700701,10270070,PES + 25% UCT 800/acres,1,p1,Bandi,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/18/2019,Yes,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.05932617,74.7609024,183.6999969,4.199999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.0593338,74.76094055,183.6999969,4.199999809,30.05941963,74.76092529,183.8999939,4.400000095,30.05926132,74.76091003,184,3.900000095,30.05929375,74.76092529,183.8999939,4.400000095,"Yes, burnt partially"
102700701,10270070,PES + 25% UCT 800/acres,2,p2,Bandi,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",Yes,11/18/2019,Yes,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.05924034,74.76096344,184.1999969,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,,,,,30.05920982,74.76091766,191.6000061,4.800000191,30.0592308,74.76093292,192,4.199999809,30.05924416,74.76088715,191.8000031,4.099999905,"Yes, burnt partially"
102700701,10270070,PES + 25% UCT 800/acres,3,p3,Bandi,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/18/2019,Yes,2,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.0621376,74.76117706,176.8000031,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.06193542,74.76112366,177.1999969,4.699999809,30.06194115,74.7611084,177.1999969,4.699999809,30.06171799,74.76115417,177.5,5.199999809,30.06170464,74.76113129,177.5,4.300000191,"Yes, burnt partially"
102800461,10280046,PES 1600 /acres,1,p1,Bangher Charat Singh,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",Yes,11/26/2019,Yes,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.05677223,75.09308624,189.8000031,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.05679703,75.09307861,189,3.900000095,30.04884911,75.09698486,211.1999969,4.900000095,30.05683517,75.09304047,191,3.900000095,30.04884911,75.09698486,211.1999969,4.900000095,"Yes, burnt partially"
103801251,10380125,PES 800/acres,1,p1,Behman Diwana,Bathinda,1,No,,,,"Third week of October (Katta, 1st week)",,11/19/2019,Yes,8,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
104201241,10420124,PES 800/acres,1,p1,Bhagi Bandar,Bathinda,1,No,Incorporate into the soil,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/16/2019,No,3,No,,,,30.03599358,75.08210754,197.3000031,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.03604889,75.08207703,198.6000061,3.900000095,30.22143745,74.94258881,196,4.699999809,30.03603363,75.08202362,193,4.699999809,30.22143745,74.94258881,196,4.699999809,
104300051,10430005,PES + 50% UCT 800/acres,1,p1,Bhagta Bhai Ka,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/20/2019,No,2,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.48887444,75.1071701,200.5,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.48870277,75.10732269,201.6000061,4,30.48870468,75.10726929,202.3000031,4.5,30.4889431,75.10755157,206.6000061,4.5,30.48894501,75.10755157,206.6000061,4.800000191,
104300051,10430005,PES + 50% UCT 800/acres,2,p2,Bhagta Bhai Ka,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/20/2019,No,1,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.48888779,75.10722351,204.1999969,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.48982048,75.10701752,220.1999969,4.699999809,30.48524666,75.09810638,197,4.5,30.49034691,75.1068573,201,4.599999905,30.48522949,75.09467316,197.1000061,4.199999809,
104300511,10430051,PES + 50% UCT 800/acres,1,p1,Bhagta Bhai Ka,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",Yes,11/6/2019,No,5,,,,,30.4624157,75.1062851,203.1999969,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.46244431,75.10616302,201.3999939,3.900000095,30.46240616,75.10622406,201.6000061,4.300000191,30.4615593,75.10633087,201.8999939,3.900000095,30.46160126,75.10636139,201.3999939,4.300000191,
104300511,10430051,PES + 50% UCT 800/acres,2,p2,Bhagta Bhai Ka,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",Yes,11/6/2019,Yes,5,,,,,30.46817207,75.10783386,208.1000061,4.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.46830368,75.10786438,199.3000031,4.800000191,30.46829414,75.10786438,198.8999939,4.400000095,30.46847725,75.10747528,198.8000031,3.900000095,30.46840477,75.10752869,203.5,4.5,
104600081,10460008,PES + 25% UCT 800/acres,1,p1,Bhai Bakhtaur,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",,12/2/2019,No,4,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.09939194,75.12646484,196,3.900000095,,,,,30.09925652,75.12638855,199,6.300000191,30.09778595,75.13119507,204.1999969,5.5,30.09915924,75.12658691,198.6000061,4.400000095,30.09774208,75.13122559,200.3000031,7.800000191,Did not burn
104600081,10460008,PES + 25% UCT 800/acres,2,p2,Bhai Bakhtaur,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,12/2/2019,No,2,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.09846115,75.12619781,198.6999969,4.900000095,,,,,,,,,,,,,,,,,,,,,Did not burn
104601921,10460192,PES + 25% UCT 800/acres,1,p1,Bhai Bakhtaur,Bathinda,2,No,,,,"Fourth week of October (Katta, 2nd week)",,11/16/2019,Yes,1,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.08595848,75.14963531,185.1999969,4.599999905,"No, belongs to some other farmer",No,No,Yes,,,,,,,,,,,,,,,,,"Yes, burnt partially"
104601921,10460192,PES + 25% UCT 800/acres,2,p2,Bhai Bakhtaur,Bathinda,2,No,Use happy seeder,,Yes,"Fourth week of October (Katta, 2nd week)",,11/16/2019,Yes,3,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.10113907,75.14058685,186.3000031,4.5,,,,,30.10112,75.14070129,186.6999969,4.099999905,30.10117149,75.14048767,202,4.800000191,30.10083199,75.14071655,195.3000031,5,30.10111046,75.14048004,195.3000031,4.400000095,"Yes, burnt partially"
105400861,10540086,PES + 25% UCT 800/acres,1,p1,Bhunder,Bathinda,2,No,Others,Super Happy seeder,Yes,"Third week of October (Katta, 1st week)",,11/7/2019,No,2,,,,,30.21879005,75.23232269,201.6000061,4.099999905,,,,,30.21878242,75.23230743,203.8999939,4.699999809,30.21876717,75.23226166,203.8999939,4.699999809,30.21874237,75.23240662,203.6999969,4.199999809,30.21873474,75.23240662,204,4.800000191,Did not burn
105400921,10540092,PES + 25% UCT 800/acres,1,p1,Bhunder,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",,11/14/2019,Yes,2.400000095,No,,,,30.21573639,75.22737122,200.6999969,4.800000191,,,,,30.21572113,75.22748566,201.1000061,4.599999905,30.2157135,75.22744751,200.8999939,4.900000095,30.21562958,75.2274704,206,4.900000095,30.21566963,75.22753906,205.1999969,4,"Yes, burnt completely"
105400921,10540092,PES + 25% UCT 800/acres,2,p2,Bhunder,Bathinda,2,No,,,,"Fourth week of October (Katta, 2nd week)",,11/14/2019,Yes,8,No,,,,30.22773743,75.23803711,198.1000061,3.900000095,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
105401091,10540109,PES + 25% UCT 800/acres,1,p1,Bhunder,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",Yes,11/12/2019,,3,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.22352219,75.21487427,193.6999969,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.2235527,75.21487427,200.3999939,4.599999905,30.22283936,75.2154541,358,4.699999809,30.22356606,75.21536255,202.1999969,4.699999809,30.2235527,75.21538544,202.1999969,4.599999905,"Yes, burnt completely"
105402101,10540210,PES + 25% UCT 800/acres,1,p1,Bhunder,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/13/2019,Yes,3,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.19574356,75.21032715,209.8000031,4.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,Yes,No,30.19569969,75.21022034,195.5,4.199999809,30.19589615,75.21027374,208.6000061,4.099999905,30.19569778,75.21043396,204.3000031,5,30.19589996,75.2102356,198.8999939,4.599999905,"Yes, burnt completely"
105402101,10540210,PES + 25% UCT 800/acres,2,p2,Bhunder,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/13/2019,Yes,1.399999976,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.19524765,75.21112823,199.6000061,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.19529152,75.21115112,203.3000031,4.699999809,30.19593239,75.21027374,214.6000061,4.599999905,,,,,,,,,"Yes, burnt completely"
105800051,10580005,PES + 50% UCT 800/acres,1,p1,Bugra,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",,11/2/2019,Yes,4,,,,,30.32268524,75.31394958,208.1000061,3.900000095,,,,,30.3226757,75.31394196,206.5,4,30.32262421,75.31390381,207.5,4.599999905,30.322258,75.31384277,206.6999969,4.599999905,30.32222748,75.31378937,206.3000031,4.300000191,"Yes, burnt completely"
105800051,10580005,PES + 50% UCT 800/acres,2,p2,Bugra,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",,11/2/2019,Yes,2,,,,,30.32273293,75.31399536,202.5,4,,,,,30.32275772,75.31395721,202,4.400000095,30.32276535,75.31394958,202,4.400000095,30.32315636,75.31425476,201.5,4.099999905,30.32316208,75.31425476,201.5,4.400000095,"Yes, burnt completely"
105800331,10580033,PES + 50% UCT 800/acres,1,p1,Bugra,Bathinda,1,No,,,,"Third week of October (Katta, 1st week)",,11/14/2019,Yes,8,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
105801131,10580113,PES + 50% UCT 800/acres,1,p1,Bugra,Bathinda,2,No,Use happy seeder,,Yes,"Third week of October (Katta, 1st week)",Yes,11/10/2019,Yes,3,,,,,30.31753349,75.30949402,209.8999939,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.31754112,75.30953979,209.8999939,5,30.31747818,75.30948639,209.8999939,5,30.31746292,75.30967712,209,4.900000095,30.31749153,75.30957794,208.8999939,4.900000095,"Yes, burnt partially"
105801131,10580113,PES + 50% UCT 800/acres,2,p2,Bugra,Bathinda,2,No,Use happy seeder,,Yes,"Third week of October (Katta, 1st week)",Yes,11/10/2019,Yes,2,,,,,30.32108879,75.31183624,213.1000061,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.32107925,75.31187439,213.1000061,4.5,30.32114792,75.31189728,213,4.699999809,30.32119942,75.31183624,213,5,30.321064,75.31188202,212.8000031,4.699999809,"Yes, burnt partially"
105801181,10580118,PES + 50% UCT 800/acres,1,p1,Bugra,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/11/2019,Yes,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
105801181,10580118,PES + 50% UCT 800/acres,2,p2,Bugra,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/11/2019,Yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
105801181,10580118,PES + 50% UCT 800/acres,3,p3,Bugra,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/11/2019,Yes,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
106000071,10600007,PES + 50% UCT 800/acres,1,p1,Burj,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,Yes,3,"Yes, baling",Collected by nomads for animal fodder,Farmer,.o,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt partially"
106000071,10600007,PES + 50% UCT 800/acres,2,p2,Burj,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,Yes,1.5,"Yes, baling",Collected by nomads for animal fodder,Farmer,.o,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt partially"
106000071,10600007,PES + 50% UCT 800/acres,3,p3,Burj,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,Yes,1.5,"Yes, baling",Collected by nomads for animal fodder,Farmer,.o,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt partially"
106000311,10600031,PES + 50% UCT 800/acres,1,p1,Burj,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/16/2019,No,3,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.01325989,75.18128204,209.3999939,4.5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.01346016,75.18125153,210.6999969,5.300000191,30.01346207,75.18125153,210.6999969,5.800000191,30.01372528,75.18099213,210.6999969,5.599999905,30.013731,75.1809845,210.6999969,5.300000191,Did not burn
106000441,10600044,PES + 50% UCT 800/acres,1,p1,Burj,Bathinda,4,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/23/2019,Yes,2,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,.o,30.02032661,75.18363953,186.8999939,4.699999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.02032852,75.18359375,186.8999939,4.599999905,30.02023125,75.18370056,187,4.900000095,30.020298,75.18369293,200,4.599999905,30.02020073,75.18377686,200.1999969,4.699999809,"Yes, burnt partially"
106000441,10600044,PES + 50% UCT 800/acres,2,p2,Burj,Bathinda,4,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/23/2019,Yes,0.625,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,.o,30.02013397,75.18346405,200.6999969,4.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.02015686,75.1833725,201,4.900000095,30.02024269,75.18334198,198,5,30.02021408,75.18345642,199.6000061,5,30.0201664,75.18351746,199.1999969,4.900000095,"Yes, burnt partially"
106000441,10600044,PES + 50% UCT 800/acres,3,p3,Burj,Bathinda,4,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/23/2019,Yes,1.125,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,.o,30.03447914,75.19814301,200.1999969,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.0345192,75.19811249,206.6999969,4.800000191,30.03434181,75.19819641,206.1999969,4.900000095,30.03431511,75.19815826,207.1000061,4.900000095,30.03424072,75.19817352,204.6999969,4.300000191,"Yes, burnt partially"
106000441,10600044,PES + 50% UCT 800/acres,4,p4,Burj,Bathinda,4,No,Others,.,Yes,"Fourth week of October (Katta, 2nd week)",No,11/23/2019,Yes,0.5,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,.o,30.03453636,75.19811249,206.8999939,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.03457832,75.19815063,200.8000031,5,30.0345993,75.19815063,202.8999939,4.800000191,30.0345993,75.19805908,203.3000031,4.800000191,30.0345459,75.19812775,206.1000061,4.900000095,"Yes, burnt partially"
106000551,10600055,PES + 50% UCT 800/acres,1,p1,Burj,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/11/2019,Yes,4,,,,,30.02202988,75.1831131,193.3999939,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.02207565,75.18314362,194.5,4.099999905,30.02206039,75.1831131,194.6999969,4.099999905,30.02209282,75.1832962,194.3999939,4.400000095,30.0218277,75.18212128,195.1999969,3.900000095,"Yes, burnt partially"
